time,simtime,replica_id,request_id,expected_t_exec,case_id,policy,workload,function_name,node
2026-07-11 14:32:53.091178,0.8333333333333333,2147890212688,13,0.25648274175113994,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.091178,1.1666666666666665,2147890212688,14,0.25582619896474795,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.091178,1.4999999999999998,2147890212688,15,0.18452410941814468,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.091178,1.833333333333333,2147890212688,16,0.1867897596127137,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.091178,2.1666666666666665,2147890212688,17,0.24683991025035595,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.091178,2.5,2147890202272,18,0.23887759912548184,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.091178,2.8333333333333335,2147890212688,19,0.23357843211521767,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.092176,3.166666666666667,2147890202272,20,0.20465091660713153,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.092176,3.5000000000000004,2147890212688,21,0.228475533254277,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.092176,3.833333333333334,2147890202272,22,0.22854413869126702,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.092176,4.166666666666667,2147890212688,23,0.22649632136896025,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.092176,4.5,2147890202272,24,0.19267062962038445,default_skippy__low_load__seed_2,default_skippy,low_load,batch-exp-python-pi,server_1
