time,base_duration,jitter,duration,seed,rps,case_id,policy,workload,function_name,node_name,request_id
2026-07-05 18:51:29.589694,0.18,0.010749139528992098,0.19074913952899208,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,25
2026-07-05 18:51:29.589719,0.18,0.06779469895497861,0.2477946989549786,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,26
2026-07-05 18:51:29.589751,0.18,0.06110196951812912,0.24110196951812912,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,27
2026-07-05 18:51:29.589821,0.18,0.020405522059153736,0.20040552205915374,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,28
2026-07-05 18:51:29.589849,0.18,0.039634806967355274,0.21963480696735527,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,29
2026-07-05 18:51:29.589875,0.18,0.03595928518309905,0.21595928518309904,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,30
2026-07-05 18:51:29.589900,0.18,0.05212743781782104,0.23212743781782103,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,31
2026-07-05 18:51:29.589928,0.18,0.06309786809084106,0.24309786809084105,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,32
2026-07-05 18:51:29.589955,0.18,0.007508766941938792,0.1875087669419388,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,33
2026-07-05 18:51:29.589980,0.18,0.002267798121760505,0.1822677981217605,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,34
2026-07-05 18:51:29.590006,0.18,0.06686120831358958,0.24686120831358957,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,35
2026-07-05 18:51:29.590061,0.18,0.03462136543240427,0.21462136543240426,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,36
2026-07-05 18:51:29.590088,0.18,0.06098240659663536,0.24098240659663536,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,37
2026-07-05 18:51:29.590114,0.18,0.00016848426808885542,0.18016848426808885,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,38
2026-07-05 18:51:29.590142,0.18,0.035630975524384115,0.2156309755243841,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,39
2026-07-05 18:51:29.590168,0.18,0.05772320258726261,0.2377232025872626,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,40
2026-07-05 18:51:29.590192,0.18,0.018300977701636214,0.1983009777016362,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,41
2026-07-05 18:51:29.590217,0.18,0.07562165564431378,0.25562165564431377,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,42
2026-07-05 18:51:29.590242,0.18,0.07211419660891868,0.25211419660891865,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,43
2026-07-05 18:51:29.590293,0.18,0.002447198642684283,0.18244719864268427,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,44
2026-07-05 18:51:29.590319,0.18,0.002035668879476864,0.18203566887947686,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,45
2026-07-05 18:51:29.590355,0.18,0.04331299782347973,0.22331299782347971,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,46
2026-07-05 18:51:29.590381,0.18,0.07513193302228084,0.2551319330222808,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,47
2026-07-05 18:51:29.590406,0.18,0.030496339015056995,0.210496339015057,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_20,48
