function_name,node_name,request_id,probe_duration,probe_jitter,inv_t_start,inv_t_exec,inv_replica_id,duration_match
batch-exp-python-pi,server_1,25,0.19074913952899208,0.010749139528992098,0.625,0.19074913952899208,1911724242800,True
batch-exp-python-pi,server_1,26,0.2477946989549786,0.06779469895497861,0.75,0.24779469895497863,1911724242800,True
batch-exp-python-pi,server_1,27,0.24110196951812912,0.06110196951812912,0.875,0.24110196951812912,1911724242800,True
batch-exp-python-pi,server_1,28,0.20040552205915374,0.020405522059153736,1.0,0.20040552205915363,1911724242800,True
batch-exp-python-pi,server_1,29,0.21963480696735527,0.039634806967355274,1.125,0.21963480696735527,1911724242800,True
batch-exp-python-pi,server_1,30,0.21595928518309904,0.03595928518309905,1.25,0.21595928518309915,1911724242800,True
batch-exp-python-pi,server_1,31,0.23212743781782103,0.05212743781782104,1.375,0.23212743781782108,1911724242800,True
batch-exp-python-pi,server_1,32,0.24309786809084105,0.06309786809084106,1.5,0.2430978680908411,1911724242800,True
batch-exp-python-pi,server_1,33,0.1875087669419388,0.007508766941938792,1.625,0.18750876694193885,1911724242800,True
batch-exp-python-pi,server_1,34,0.1822677981217605,0.002267798121760505,1.75,0.18226779812176042,1911724242800,True
batch-exp-python-pi,server_1,35,0.24686120831358957,0.06686120831358958,1.875,0.2468612083135895,1911724242800,True
batch-exp-python-pi,server_1,36,0.21462136543240426,0.03462136543240427,2.0,0.21462136543240407,1911724242800,True
batch-exp-python-pi,server_1,37,0.24098240659663536,0.06098240659663536,2.125,0.24098240659663528,1911724242800,True
batch-exp-python-pi,server_1,38,0.18016848426808885,0.00016848426808885542,2.25,0.18016848426808885,1911724696256,True
batch-exp-python-pi,server_1,39,0.2156309755243841,0.035630975524384115,2.375,0.21563097552438393,1911724242800,True
batch-exp-python-pi,server_1,40,0.2377232025872626,0.05772320258726261,2.5,0.23772320258726243,1911724696256,True
batch-exp-python-pi,server_1,41,0.1983009777016362,0.018300977701636214,2.625,0.19830097770163624,1911724242800,True
batch-exp-python-pi,server_1,42,0.25562165564431377,0.07562165564431378,2.75,0.2556216556443136,1911724696256,True
batch-exp-python-pi,server_1,43,0.25211419660891865,0.07211419660891868,2.875,0.25211419660891865,1911724242800,True
batch-exp-python-pi,server_1,44,0.18244719864268427,0.002447198642684283,3.0,0.18244719864268433,1911724696256,True
batch-exp-python-pi,server_1,45,0.18203566887947686,0.002035668879476864,3.125,0.18203566887947709,1911724242800,True
batch-exp-python-pi,server_1,46,0.22331299782347971,0.04331299782347973,3.25,0.2233129978234798,1911724696256,True
batch-exp-python-pi,server_1,47,0.2551319330222808,0.07513193302228084,3.375,0.25513193302228077,1911724242800,True
batch-exp-python-pi,server_1,48,0.210496339015057,0.030496339015056995,3.5,0.21049633901505693,1911724696256,True
