time,base_duration,jitter,duration,seed,rps,case_id,policy,workload,function_name,node_name,request_id
2026-07-07 16:45:57.353795,0.18,0.010749139528992098,0.19074913952899208,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,25
2026-07-07 16:45:57.353834,0.18,0.06779469895497861,0.2477946989549786,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,26
2026-07-07 16:45:57.353875,0.18,0.06110196951812912,0.24110196951812912,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,27
2026-07-07 16:45:57.353948,0.18,0.020405522059153736,0.20040552205915374,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,28
2026-07-07 16:45:57.353976,0.18,0.039634806967355274,0.21963480696735527,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,29
2026-07-07 16:45:57.354003,0.18,0.03595928518309905,0.21595928518309904,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,30
2026-07-07 16:45:57.354028,0.18,0.05212743781782104,0.23212743781782103,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,31
2026-07-07 16:45:57.354054,0.18,0.06309786809084106,0.24309786809084105,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,32
2026-07-07 16:45:57.354081,0.18,0.007508766941938792,0.1875087669419388,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,33
2026-07-07 16:45:57.354106,0.18,0.002267798121760505,0.1822677981217605,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,34
2026-07-07 16:45:57.354131,0.18,0.06686120831358958,0.24686120831358957,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,35
2026-07-07 16:45:57.354178,0.18,0.03462136543240427,0.21462136543240426,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,36
2026-07-07 16:45:57.354231,0.18,0.06098240659663536,0.24098240659663536,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,37
2026-07-07 16:45:57.354273,0.18,0.00016848426808885542,0.18016848426808885,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,38
2026-07-07 16:45:57.354302,0.18,0.035630975524384115,0.2156309755243841,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,39
2026-07-07 16:45:57.354329,0.18,0.05772320258726261,0.2377232025872626,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,40
2026-07-07 16:45:57.354361,0.18,0.018300977701636214,0.1983009777016362,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,41
2026-07-07 16:45:57.354388,0.18,0.07562165564431378,0.25562165564431377,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,42
2026-07-07 16:45:57.354416,0.18,0.07211419660891868,0.25211419660891865,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,43
2026-07-07 16:45:57.354473,0.18,0.002447198642684283,0.18244719864268427,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,44
2026-07-07 16:45:57.354503,0.18,0.002035668879476864,0.18203566887947686,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,45
2026-07-07 16:45:57.354538,0.18,0.04331299782347973,0.22331299782347971,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,46
2026-07-07 16:45:57.354565,0.18,0.07513193302228084,0.2551319330222808,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,47
2026-07-07 16:45:57.354601,0.18,0.030496339015056995,0.210496339015057,1,8,default_skippy__medium_load__seed_1,default_skippy,medium_load,batch-exp-python-pi,server_1,48
