time,base_duration,jitter,duration,seed,rps,case_id,policy,workload,function_name,node_name,request_id
2026-07-05 18:51:29.858644,0.18,0.07648274175113995,0.25648274175113994,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,121
2026-07-05 18:51:29.858671,0.18,0.07582619896474795,0.25582619896474795,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,122
2026-07-05 18:51:29.858692,0.18,0.004524109418144695,0.18452410941814468,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,123
2026-07-05 18:51:29.858767,0.18,0.006789759612713731,0.1867897596127137,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,124
2026-07-05 18:51:29.858805,0.18,0.06683991025035596,0.24683991025035595,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,125
2026-07-05 18:51:29.858833,0.18,0.058877599125481864,0.23887759912548184,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,126
2026-07-05 18:51:29.858860,0.18,0.05357843211521767,0.23357843211521767,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,127
2026-07-05 18:51:29.858889,0.18,0.024650916607131538,0.20465091660713153,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,128
2026-07-05 18:51:29.858916,0.18,0.048475533254276996,0.228475533254277,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,129
2026-07-05 18:51:29.858942,0.18,0.04854413869126703,0.22854413869126702,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,130
2026-07-05 18:51:29.858968,0.18,0.04649632136896025,0.22649632136896025,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,131
2026-07-05 18:51:29.859029,0.18,0.012670629620384446,0.19267062962038445,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,132
2026-07-05 18:51:29.859057,0.18,0.03445357122330149,0.2144535712233015,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,133
2026-07-05 18:51:29.859083,0.18,0.03148254561642971,0.2114825456164297,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,134
2026-07-05 18:51:29.859111,0.18,0.05784096649899727,0.23784096649899727,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,135
2026-07-05 18:51:29.859138,0.18,0.07958556503597942,0.2595855650359794,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,136
2026-07-05 18:51:29.859164,0.18,0.0759516378474595,0.2559516378474595,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,137
2026-07-05 18:51:29.859183,0.18,0.043534163794345666,0.22353416379434565,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,138
2026-07-05 18:51:29.859223,0.18,0.03558833509806829,0.2155883350980683,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,139
2026-07-05 18:51:29.859293,0.18,0.02145925933194625,0.20145925933194625,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,140
2026-07-05 18:51:29.859321,0.18,0.002873946351428609,0.1828739463514286,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,141
2026-07-05 18:51:29.859347,0.18,0.0021955885672655206,0.1821955885672655,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,142
2026-07-05 18:51:29.859376,0.18,0.03719150896778497,0.21719150896778497,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,143
2026-07-05 18:51:29.859402,0.18,0.025477210228294193,0.20547721022829418,2,8,fixed_node__medium_load__seed_2,fixed_node,medium_load,batch-exp-python-pi,server_70,144
