time,simtime,replica_id,function_name,node
2026-07-11 14:31:30.346675,14.1,3241780514384,skippy-small,server_3
2026-07-11 14:31:30.347672,14.2,3241780516784,skippy-small,server_3
2026-07-11 14:31:30.347672,14.299999999999999,3241780514384,skippy-small,server_3
2026-07-11 14:31:30.347672,14.399999999999999,3241780516784,skippy-small,server_3
2026-07-11 14:31:30.347672,14.499999999999998,3241780514384,skippy-small,server_3
2026-07-11 14:31:30.347672,14.599999999999998,3241780516784,skippy-small,server_3
2026-07-11 14:31:30.347672,14.699999999999998,3241780514384,skippy-small,server_3
2026-07-11 14:31:30.347672,14.799999999999997,3241780516784,skippy-small,server_3
2026-07-11 14:31:30.347672,14.899999999999997,3241780514384,skippy-small,server_3
2026-07-11 14:31:30.347672,14.999999999999996,3241780516784,skippy-small,server_3
2026-07-11 14:31:30.347672,15.099999999999996,3241780514384,skippy-small,server_3
2026-07-11 14:31:30.347672,15.199999999999996,3241780516784,skippy-small,server_3
2026-07-11 14:31:30.347672,15.299999999999995,3241780514384,skippy-small,server_3
2026-07-11 14:31:30.347672,15.399999999999995,3241780516784,skippy-small,server_3
2026-07-11 14:31:30.347672,15.499999999999995,3241780514384,skippy-small,server_3
2026-07-11 14:31:30.347672,15.599999999999994,3241780516784,skippy-small,server_3
2026-07-11 14:31:30.347672,15.699999999999994,3241780514384,skippy-small,server_3
2026-07-11 14:31:30.347672,15.799999999999994,3241780516784,skippy-small,server_3
2026-07-11 14:31:30.347672,15.899999999999993,3241780514384,skippy-small,server_3
2026-07-11 14:31:30.347672,15.999999999999993,3241780516784,skippy-small,server_3
2026-07-11 14:31:30.347672,16.16666666666666,3241780517264,skippy-medium,server_1
2026-07-11 14:31:30.347672,16.33333333333333,3241780517600,skippy-medium,server_2
2026-07-11 14:31:30.347672,16.499999999999996,3241780517264,skippy-medium,server_1
2026-07-11 14:31:30.347672,16.666666666666664,3241780517600,skippy-medium,server_2
2026-07-11 14:31:30.347672,16.833333333333332,3241780517264,skippy-medium,server_1
2026-07-11 14:31:30.348670,17.0,3241780517600,skippy-medium,server_2
2026-07-11 14:31:30.348670,17.166666666666668,3241780517264,skippy-medium,server_1
2026-07-11 14:31:30.348670,17.333333333333336,3241780517600,skippy-medium,server_2
2026-07-11 14:31:30.348670,17.500000000000004,3241780517264,skippy-medium,server_1
2026-07-11 14:31:30.348670,17.66666666666667,3241780517600,skippy-medium,server_2
2026-07-11 14:31:30.348670,17.83333333333334,3241780517264,skippy-medium,server_1
2026-07-11 14:31:30.348670,18.000000000000007,3241780517600,skippy-medium,server_2
2026-07-11 14:31:30.348670,18.250000000000007,3241780520528,skippy-large,server_0
2026-07-11 14:31:30.348670,18.500000000000007,3241780520528,skippy-large,server_0
2026-07-11 14:31:30.348670,18.750000000000007,3241780520528,skippy-large,server_0
2026-07-11 14:31:30.348670,19.000000000000007,3241780520528,skippy-large,server_0
2026-07-11 14:31:30.348670,19.250000000000007,3241780520528,skippy-large,server_0
2026-07-11 14:31:30.348670,19.500000000000007,3241780520528,skippy-large,server_0
2026-07-11 14:31:30.348670,19.750000000000007,3241780520528,skippy-large,server_0
2026-07-11 14:31:30.348670,20.000000000000007,3241780520528,skippy-large,server_0
