time,simtime,replica_id,request_id,expected_t_exec,case_id,policy,workload,function_name,node
2026-07-11 14:32:53.048292,0.8333333333333333,2147890184048,1,0.19074913952899208,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.048292,1.1666666666666665,2147890184048,2,0.2477946989549786,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.048292,1.4999999999999998,2147890184048,3,0.24110196951812912,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.048292,1.833333333333333,2147890184048,4,0.20040552205915374,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.048292,2.1666666666666665,2147890184048,5,0.21963480696735527,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.048292,2.5,2147890180352,6,0.21595928518309904,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.048292,2.8333333333333335,2147890184048,7,0.23212743781782103,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.048292,3.166666666666667,2147890180352,8,0.24309786809084105,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.048292,3.5000000000000004,2147890184048,9,0.1875087669419388,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.048292,3.833333333333334,2147890180352,10,0.1822677981217605,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.049289,4.166666666666667,2147890184048,11,0.24686120831358957,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
2026-07-11 14:32:53.049289,4.5,2147890180352,12,0.21462136543240426,default_skippy__low_load__seed_1,default_skippy,low_load,batch-exp-python-pi,server_1
