time,simtime,replica_id,request_id,expected_t_exec,case_id,policy,workload,function_name,node
2026-07-11 14:32:53.249876,0.8333333333333333,2147891139760,73,0.19074913952899208,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.249876,1.1666666666666665,2147891139760,74,0.2477946989549786,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.249876,1.4999999999999998,2147891139760,75,0.24110196951812912,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.249876,1.833333333333333,2147891139760,76,0.20040552205915374,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.249876,2.1666666666666665,2147891139760,77,0.21963480696735527,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.249876,2.5,2147891137552,78,0.21595928518309904,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.249876,2.8333333333333335,2147891139760,79,0.23212743781782103,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.249876,3.166666666666667,2147891137552,80,0.24309786809084105,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.249876,3.5000000000000004,2147891139760,81,0.1875087669419388,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.249876,3.833333333333334,2147891137552,82,0.1822677981217605,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.249876,4.166666666666667,2147891139760,83,0.24686120831358957,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.250873,4.5,2147891137552,84,0.21462136543240426,fixed_node__low_load__seed_1,fixed_node,low_load,batch-exp-python-pi,server_0
