case_id,policy_name,request_id,function_name,selected_node,selected_total_score,max_total_score,result_warm_hit,result_image_cache_hit,result_data_cache_hit,result_latency,match,detail
cache_aware_joint,CacheAwareJoint,1,,edge-a-1,2.38,2.38,False,False,False,1.538,True,ok
cache_aware_joint,CacheAwareJoint,2,,edge-a-1,2.312,2.312,False,False,False,0.7479999999999999,True,ok
cache_aware_joint,CacheAwareJoint,3,,edge-a-1,14.2472,14.2472,True,False,False,0.088,True,ok
cache_aware_joint,CacheAwareJoint,4,,edge-b-1,2.52,2.52,False,False,False,2.6399999999999997,True,ok
cache_aware_joint,CacheAwareJoint,5,,edge-a-1,14.1792,14.1792,True,False,False,0.088,True,ok
cache_aware_joint,CacheAwareJoint,6,,edge-b-1,2.444,2.444,False,False,False,3.8599999999999994,True,ok
cache_aware_joint,CacheAwareJoint,7,,edge-a-1,6.1112,6.1112,False,False,False,0.39799999999999996,True,ok
cache_aware_joint,CacheAwareJoint,8,,edge-b-1,6.361599999999999,6.361599999999999,False,False,False,1.5899999999999999,True,ok
cache_aware_joint,CacheAwareJoint,9,,edge-a-1,14.046399999999998,14.046399999999998,True,False,False,0.088,True,ok
cache_aware_joint,CacheAwareJoint,10,,edge-c-1,1.92,1.92,False,False,False,5.168,True,ok
cache_aware_joint,CacheAwareJoint,11,,edge-a-1,13.9784,13.9784,True,False,False,0.088,True,ok
cache_aware_joint,CacheAwareJoint,12,,edge-a-1,13.9104,13.9104,True,False,False,0.088,True,ok
cache_aware_joint,CacheAwareJoint,13,,edge-b-1,14.2856,14.2856,True,False,False,0.19,True,ok
cache_aware_joint,CacheAwareJoint,14,,edge-b-1,14.2096,14.2096,True,False,False,0.31,True,ok
cache_aware_joint,CacheAwareJoint,15,,edge-a-1,13.8424,13.8424,True,False,False,0.088,True,ok
cache_aware_joint,CacheAwareJoint,16,,edge-a-1,5.774399999999999,5.774399999999999,False,False,False,0.39799999999999996,True,ok
cache_aware_joint,CacheAwareJoint,17,,edge-b-1,14.127200000000002,14.127200000000002,True,False,False,0.19,True,ok
cache_aware_joint,CacheAwareJoint,18,,edge-b-1,14.051200000000001,14.051200000000001,True,False,False,0.31,True,ok
cache_aware_joint,CacheAwareJoint,19,,edge-c-1,5.832,5.832,False,False,False,2.868,True,ok
cache_aware_joint,CacheAwareJoint,20,,edge-a-1,13.7096,13.7096,True,False,False,0.088,True,ok
cache_aware_joint,CacheAwareJoint,21,,edge-a-1,5.6415999999999995,5.6415999999999995,False,False,False,0.39799999999999996,True,ok
cache_aware_joint,CacheAwareJoint,22,,edge-b-1,13.9688,13.9688,True,False,False,0.19,True,ok
cache_aware_joint,CacheAwareJoint,23,,edge-b-1,13.8928,13.8928,True,False,False,0.31,True,ok
cache_aware_joint,CacheAwareJoint,24,,edge-a-1,13.576799999999999,13.576799999999999,True,False,False,0.088,True,ok
cache_aware_joint,CacheAwareJoint,25,,edge-c-1,5.743999999999999,5.743999999999999,False,False,False,2.868,True,ok
cache_aware_joint,CacheAwareJoint,26,,edge-a-1,5.5088,5.5088,False,False,False,0.39799999999999996,True,ok
cache_aware_joint,CacheAwareJoint,27,,edge-a-1,13.444,13.444,True,False,False,0.088,True,ok
cache_aware_joint,CacheAwareJoint,28,,edge-b-1,13.810400000000001,13.810400000000001,True,False,False,0.19,True,ok
cache_aware_joint,CacheAwareJoint,29,,edge-b-1,13.7344,13.7344,True,False,False,0.31,True,ok
cache_aware_joint,CacheAwareJoint,30,,edge-a-1,5.3759999999999994,5.3759999999999994,False,False,False,0.39799999999999996,True,ok
cache_aware_joint,CacheAwareJoint,31,,edge-a-1,13.3112,13.3112,True,False,False,0.088,True,ok
cache_aware_joint,CacheAwareJoint,32,,edge-c-1,5.656,5.656,False,False,False,2.868,True,ok
cache_aware_joint,CacheAwareJoint,33,,edge-b-1,13.652000000000001,13.652000000000001,True,False,False,0.19,True,ok
cache_aware_joint,CacheAwareJoint,34,,edge-a-1,5.243199999999999,5.243199999999999,False,False,False,0.39799999999999996,True,ok
cache_aware_joint,CacheAwareJoint,35,,edge-b-1,13.576,13.576,True,False,False,0.31,True,ok
faascache,FaasCache,1,,edge-a-1,1.0799999999999998,1.0799999999999998,False,False,False,1.538,True,ok
faascache,FaasCache,2,,edge-a-2,0.64,1.02,False,False,False,0.7519999999999999,True,ok
faascache,FaasCache,3,,edge-b-1,1.02,1.02,True,False,False,0.74,True,ok
faascache,FaasCache,4,,edge-b-2,0.27999999999999986,1.152,False,False,False,2.646,True,ok
faascache,FaasCache,5,,edge-c-1,0.42000000000000004,1.012,True,False,False,0.748,True,ok
faascache,FaasCache,6,,edge-b-1,1.152,1.152,False,False,False,3.8599999999999994,True,ok
faascache,FaasCache,7,,edge-a-1,1.012,1.012,False,False,False,0.7479999999999999,True,ok
faascache,FaasCache,8,,edge-a-2,0.3752000000000002,1.0696,False,False,False,2.642,True,ok
faascache,FaasCache,9,,edge-b-1,0.8696000000000002,0.9471999999999999,True,False,False,0.09,True,ok
faascache,FaasCache,10,,edge-b-1,0.8016000000000001,0.8016000000000001,False,False,False,5.16,True,ok
faascache,FaasCache,11,,edge-c-1,0.352,0.9471999999999999,True,False,False,0.098,True,ok
faascache,FaasCache,12,,cloud-1,0.66,0.9471999999999999,True,False,False,0.775,True,ok
faascache,FaasCache,13,,edge-a-1,0.7472,0.9136,True,False,False,1.238,True,ok
faascache,FaasCache,14,,edge-b-1,0.9136,0.9136,True,False,False,0.31,True,ok
faascache,FaasCache,15,,edge-b-1,0.6312,0.8711999999999999,True,False,False,0.09,True,ok
faascache,FaasCache,16,,edge-b-2,0.0007999999999997454,0.8711999999999999,False,False,False,0.7559999999999999,True,ok
faascache,FaasCache,17,,edge-c-1,0.2839999999999999,0.7631999999999999,True,False,False,1.248,True,ok
faascache,FaasCache,18,,edge-b-1,0.7631999999999999,0.7631999999999999,True,False,False,0.31,True,ok
faascache,FaasCache,19,,edge-c-1,0.4079999999999998,0.6711999999999999,False,False,False,5.168,True,ok
faascache,FaasCache,20,,edge-a-2,0.4992000000000001,0.8711999999999999,True,False,False,0.742,True,ok
faascache,FaasCache,21,,edge-b-1,0.48079999999999984,0.8711999999999999,False,False,False,0.7499999999999999,True,ok
faascache,FaasCache,22,,edge-b-2,0.13599999999999973,0.6711999999999999,True,False,False,0.196,True,ok
faascache,FaasCache,23,,edge-c-1,0.11999999999999977,0.6711999999999999,True,False,False,1.9680000000000002,True,ok
faascache,FaasCache,24,,cloud-1,0.592,0.8711999999999999,True,False,False,0.125,True,ok
faascache,FaasCache,25,,edge-a-1,0.6711999999999999,0.6711999999999999,False,False,False,5.158,True,ok
faascache,FaasCache,26,,edge-a-2,0.4312,0.7831999999999998,False,False,False,0.40199999999999997,True,ok
faascache,FaasCache,27,,edge-b-1,0.41599999999999987,0.7831999999999998,True,False,False,0.09,True,ok
faascache,FaasCache,28,,edge-b-2,0.05679999999999957,0.5831999999999998,True,False,False,0.196,True,ok
faascache,FaasCache,29,,edge-a-1,0.5831999999999998,0.5831999999999998,True,False,False,1.9580000000000002,True,ok
faascache,FaasCache,30,,cloud-1,0.5239999999999999,0.7007999999999998,False,False,False,0.7849999999999999,True,ok
faascache,FaasCache,31,,edge-a-1,0.7007999999999998,0.7007999999999998,True,False,False,0.088,True,ok
faascache,FaasCache,32,,cloud-1,0.45919999999999994,0.45919999999999994,False,False,False,5.195,True,ok
faascache,FaasCache,33,,edge-b-1,0.5479999999999998,0.5479999999999998,True,False,False,1.24,True,ok
faascache,FaasCache,34,,edge-b-2,-0.22240000000000054,0.6327999999999997,False,False,False,0.40599999999999997,True,ok
faascache,FaasCache,35,,edge-c-1,0.2375999999999997,0.4719999999999997,False,False,False,2.2179999999999995,True,ok
load_only,LoadOnly,1,,edge-a-1,1.0799999999999998,1.0799999999999998,False,False,False,1.538,True,ok
load_only,LoadOnly,2,,edge-a-2,0.64,1.02,False,False,False,0.7519999999999999,True,ok
load_only,LoadOnly,3,,edge-b-1,1.02,1.02,True,False,False,0.74,True,ok
load_only,LoadOnly,4,,edge-b-2,0.27999999999999986,1.152,False,False,False,2.646,True,ok
load_only,LoadOnly,5,,edge-c-1,0.42000000000000004,1.012,True,False,False,0.748,True,ok
load_only,LoadOnly,6,,edge-b-1,1.152,1.152,False,False,False,3.8599999999999994,True,ok
load_only,LoadOnly,7,,edge-a-1,1.012,1.012,False,False,False,0.7479999999999999,True,ok
load_only,LoadOnly,8,,edge-a-2,0.3752000000000002,1.0696,False,False,False,2.642,True,ok
load_only,LoadOnly,9,,edge-b-1,0.8696000000000002,0.9471999999999999,False,False,False,0.89,True,ok
load_only,LoadOnly,10,,edge-b-1,0.8016000000000001,0.8016000000000001,False,False,False,5.16,True,ok
load_only,LoadOnly,11,,edge-c-1,0.352,0.9471999999999999,True,False,False,0.098,True,ok
load_only,LoadOnly,12,,cloud-1,0.66,0.9471999999999999,True,False,False,0.775,True,ok
load_only,LoadOnly,13,,edge-a-1,0.7472,0.9136,False,False,False,2.638,True,ok
load_only,LoadOnly,14,,edge-b-1,0.9136,0.9136,False,False,False,2.2099999999999995,True,ok
load_only,LoadOnly,15,,edge-b-1,0.6312,0.8711999999999999,True,False,False,0.09,True,ok
load_only,LoadOnly,16,,edge-b-2,0.0007999999999997454,0.8711999999999999,False,False,False,0.7559999999999999,True,ok
load_only,LoadOnly,17,,edge-c-1,0.2839999999999999,0.7631999999999999,True,False,False,1.248,True,ok
load_only,LoadOnly,18,,edge-b-1,0.7631999999999999,0.7631999999999999,False,False,False,2.2099999999999995,True,ok
load_only,LoadOnly,19,,edge-c-1,0.4079999999999998,0.6711999999999999,False,False,False,5.168,True,ok
load_only,LoadOnly,20,,edge-a-2,0.4992000000000001,0.8711999999999999,True,False,False,0.742,True,ok
load_only,LoadOnly,21,,edge-b-1,0.48079999999999984,0.8711999999999999,False,False,False,0.7499999999999999,True,ok
load_only,LoadOnly,22,,edge-b-2,0.13599999999999973,0.6711999999999999,False,False,False,1.5959999999999999,True,ok
load_only,LoadOnly,23,,edge-c-1,0.11999999999999977,0.6711999999999999,False,False,False,3.8679999999999994,True,ok
