time,simtime,replica_id,request_id,expected_t_exec,case_id,policy,workload,function_name,node
2026-07-11 14:32:53.304732,0.8333333333333333,2147891149120,85,0.25648274175113994,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,1.1666666666666665,2147891149120,86,0.25582619896474795,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,1.4999999999999998,2147891149120,87,0.18452410941814468,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,1.833333333333333,2147891149120,88,0.1867897596127137,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,2.1666666666666665,2147891149120,89,0.24683991025035595,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,2.5,2147891147824,90,0.23887759912548184,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,2.8333333333333335,2147891149120,91,0.23357843211521767,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,3.166666666666667,2147891147824,92,0.20465091660713153,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,3.5000000000000004,2147891149120,93,0.228475533254277,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,3.833333333333334,2147891147824,94,0.22854413869126702,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,4.166666666666667,2147891149120,95,0.22649632136896025,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
2026-07-11 14:32:53.305728,4.5,2147891147824,96,0.19267062962038445,fixed_node__low_load__seed_2,fixed_node,low_load,batch-exp-python-pi,server_0
