function_name,node_name,request_id,probe_duration,probe_jitter,inv_t_start,inv_t_exec,inv_replica_id,duration_match
batch-exp-python-pi,server_0,121,0.25648274175113994,0.07648274175113995,0.625,0.25648274175113994,2147891248288,True
batch-exp-python-pi,server_0,122,0.25582619896474795,0.07582619896474795,0.75,0.2558261989647479,2147891248288,True
batch-exp-python-pi,server_0,123,0.18452410941814468,0.004524109418144695,0.875,0.18452410941814468,2147891248288,True
batch-exp-python-pi,server_0,124,0.1867897596127137,0.006789759612713731,1.0,0.1867897596127137,2147891248288,True
batch-exp-python-pi,server_0,125,0.24683991025035595,0.06683991025035596,1.125,0.246839910250356,2147891248288,True
batch-exp-python-pi,server_0,126,0.23887759912548184,0.058877599125481864,1.25,0.2388775991254819,2147891248288,True
batch-exp-python-pi,server_0,127,0.23357843211521767,0.05357843211521767,1.375,0.23357843211521767,2147891248288,True
batch-exp-python-pi,server_0,128,0.20465091660713153,0.024650916607131538,1.5,0.20465091660713153,2147891248288,True
batch-exp-python-pi,server_0,129,0.228475533254277,0.048475533254276996,1.625,0.22847553325427694,2147891248288,True
batch-exp-python-pi,server_0,130,0.22854413869126702,0.04854413869126703,1.75,0.228544138691267,2147891248288,True
batch-exp-python-pi,server_0,131,0.22649632136896025,0.04649632136896025,1.875,0.22649632136896036,2147891248288,True
batch-exp-python-pi,server_0,132,0.19267062962038445,0.012670629620384446,2.0,0.1926706296203844,2147891248288,True
batch-exp-python-pi,server_0,133,0.2144535712233015,0.03445357122330149,2.125,0.21445357122330133,2147891248288,True
batch-exp-python-pi,server_0,134,0.2114825456164297,0.03148254561642971,2.25,0.21148254561642954,2147891243440,True
batch-exp-python-pi,server_0,135,0.23784096649899727,0.05784096649899727,2.375,0.2378409664989971,2147891248288,True
batch-exp-python-pi,server_0,136,0.2595855650359794,0.07958556503597942,2.5,0.2595855650359793,2147891243440,True
batch-exp-python-pi,server_0,137,0.2559516378474595,0.0759516378474595,2.625,0.25595163784745933,2147891248288,True
batch-exp-python-pi,server_0,138,0.22353416379434565,0.043534163794345666,2.75,0.22353416379434554,2147891243440,True
batch-exp-python-pi,server_0,139,0.2155883350980683,0.03558833509806829,2.875,0.2155883350980683,2147891248288,True
batch-exp-python-pi,server_0,140,0.20145925933194625,0.02145925933194625,3.0,0.20145925933194642,2147891243440,True
batch-exp-python-pi,server_0,141,0.1828739463514286,0.002873946351428609,3.125,0.18287394635142862,2147891248288,True
batch-exp-python-pi,server_0,142,0.1821955885672655,0.0021955885672655206,3.25,0.1821955885672657,2147891243440,True
batch-exp-python-pi,server_0,143,0.21719150896778497,0.03719150896778497,3.375,0.21719150896778494,2147891248288,True
batch-exp-python-pi,server_0,144,0.20547721022829418,0.025477210228294193,3.5,0.20547721022829402,2147891243440,True
