time,base_duration,jitter,duration,seed,rps,case_id,policy,workload,function_name,node_name,request_id
2026-07-06 22:43:32.468270,0.18,0.010749139528992098,0.19074913952899208,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,97
2026-07-06 22:43:32.468300,0.18,0.06779469895497861,0.2477946989549786,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,98
2026-07-06 22:43:32.468341,0.18,0.06110196951812912,0.24110196951812912,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,99
2026-07-06 22:43:32.468424,0.18,0.020405522059153736,0.20040552205915374,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,100
2026-07-06 22:43:32.468459,0.18,0.039634806967355274,0.21963480696735527,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,101
2026-07-06 22:43:32.468493,0.18,0.03595928518309905,0.21595928518309904,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,102
2026-07-06 22:43:32.468522,0.18,0.05212743781782104,0.23212743781782103,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,103
2026-07-06 22:43:32.468559,0.18,0.06309786809084106,0.24309786809084105,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,104
2026-07-06 22:43:32.468589,0.18,0.007508766941938792,0.1875087669419388,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,105
2026-07-06 22:43:32.468622,0.18,0.002267798121760505,0.1822677981217605,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,106
2026-07-06 22:43:32.468652,0.18,0.06686120831358958,0.24686120831358957,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,107
2026-07-06 22:43:32.468726,0.18,0.03462136543240427,0.21462136543240426,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,108
2026-07-06 22:43:32.468878,0.18,0.06098240659663536,0.24098240659663536,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,109
2026-07-06 22:43:32.468910,0.18,0.00016848426808885542,0.18016848426808885,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,110
2026-07-06 22:43:32.468939,0.18,0.035630975524384115,0.2156309755243841,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,111
2026-07-06 22:43:32.468967,0.18,0.05772320258726261,0.2377232025872626,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,112
2026-07-06 22:43:32.468995,0.18,0.018300977701636214,0.1983009777016362,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,113
2026-07-06 22:43:32.469022,0.18,0.07562165564431378,0.25562165564431377,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,114
2026-07-06 22:43:32.469071,0.18,0.07211419660891868,0.25211419660891865,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,115
2026-07-06 22:43:32.469135,0.18,0.002447198642684283,0.18244719864268427,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,116
2026-07-06 22:43:32.469166,0.18,0.002035668879476864,0.18203566887947686,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,117
2026-07-06 22:43:32.469205,0.18,0.04331299782347973,0.22331299782347971,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,118
2026-07-06 22:43:32.469233,0.18,0.07513193302228084,0.2551319330222808,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,119
2026-07-06 22:43:32.469260,0.18,0.030496339015056995,0.210496339015057,1,8,fixed_node__medium_load__seed_1,fixed_node,medium_load,batch-exp-python-pi,server_60,120
