function_name,node_name,request_id,probe_duration,probe_jitter,inv_t_start,inv_t_exec,inv_replica_id,duration_match
batch-exp-python-pi,server_0,97,0.19074913952899208,0.010749139528992098,0.625,0.19074913952899208,2147891243152,True
batch-exp-python-pi,server_0,98,0.2477946989549786,0.06779469895497861,0.75,0.24779469895497863,2147891243152,True
batch-exp-python-pi,server_0,99,0.24110196951812912,0.06110196951812912,0.875,0.24110196951812912,2147891243152,True
batch-exp-python-pi,server_0,100,0.20040552205915374,0.020405522059153736,1.0,0.20040552205915363,2147891243152,True
batch-exp-python-pi,server_0,101,0.21963480696735527,0.039634806967355274,1.125,0.21963480696735527,2147891243152,True
batch-exp-python-pi,server_0,102,0.21595928518309904,0.03595928518309905,1.25,0.21595928518309915,2147891243152,True
batch-exp-python-pi,server_0,103,0.23212743781782103,0.05212743781782104,1.375,0.23212743781782108,2147891243152,True
batch-exp-python-pi,server_0,104,0.24309786809084105,0.06309786809084106,1.5,0.2430978680908411,2147891243152,True
batch-exp-python-pi,server_0,105,0.1875087669419388,0.007508766941938792,1.625,0.18750876694193885,2147891243152,True
batch-exp-python-pi,server_0,106,0.1822677981217605,0.002267798121760505,1.75,0.18226779812176042,2147891243152,True
batch-exp-python-pi,server_0,107,0.24686120831358957,0.06686120831358958,1.875,0.2468612083135895,2147891243152,True
batch-exp-python-pi,server_0,108,0.21462136543240426,0.03462136543240427,2.0,0.21462136543240407,2147891243152,True
batch-exp-python-pi,server_0,109,0.24098240659663536,0.06098240659663536,2.125,0.24098240659663528,2147891243152,True
batch-exp-python-pi,server_0,110,0.18016848426808885,0.00016848426808885542,2.25,0.18016848426808885,2147891237968,True
batch-exp-python-pi,server_0,111,0.2156309755243841,0.035630975524384115,2.375,0.21563097552438393,2147891243152,True
batch-exp-python-pi,server_0,112,0.2377232025872626,0.05772320258726261,2.5,0.23772320258726243,2147891237968,True
batch-exp-python-pi,server_0,113,0.1983009777016362,0.018300977701636214,2.625,0.19830097770163624,2147891243152,True
batch-exp-python-pi,server_0,114,0.25562165564431377,0.07562165564431378,2.75,0.2556216556443136,2147891237968,True
batch-exp-python-pi,server_0,115,0.25211419660891865,0.07211419660891868,2.875,0.25211419660891865,2147891243152,True
batch-exp-python-pi,server_0,116,0.18244719864268427,0.002447198642684283,3.0,0.18244719864268433,2147891237968,True
batch-exp-python-pi,server_0,117,0.18203566887947686,0.002035668879476864,3.125,0.18203566887947709,2147891243152,True
batch-exp-python-pi,server_0,118,0.22331299782347971,0.04331299782347973,3.25,0.2233129978234798,2147891237968,True
batch-exp-python-pi,server_0,119,0.2551319330222808,0.07513193302228084,3.375,0.25513193302228077,2147891243152,True
batch-exp-python-pi,server_0,120,0.210496339015057,0.030496339015056995,3.5,0.21049633901505693,2147891237968,True
