function_name,replica_id,request_id,probe_simtime,probe_t_exec,inv_t_start,inv_t_exec,inv_node,t_exec_match,simtime_match
autoscale-python-pi,1683514322544,63,4.647349687888395,0.2,4.647349687888395,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,71,4.918218078754839,0.2,4.918218078754839,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,79,5.112626630506689,0.2,5.112626630506689,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,87,5.3351086909002134,0.2,5.3351086909002134,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,95,5.709238512345049,0.2,5.709238512345049,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,103,6.042107039621667,0.2,6.042107039621667,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,111,6.193728265519762,0.2,6.193728265519762,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,119,6.361250256120224,0.2,6.361250256120224,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,127,6.719725728024182,0.2,6.719725728024182,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,135,6.943564057067045,0.2,6.943564057067045,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,143,7.404874172876175,0.2,7.404874172876175,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,151,7.514925858696165,0.2,7.514925858696165,0.20000000000000018,server_0,True,True
autoscale-python-pi,1683514322544,159,7.810386158271243,0.2,7.810386158271243,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,167,7.925426078459486,0.2,7.925426078459486,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,175,8.106413257782707,0.2,8.106413257782707,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,183,8.290089654046247,0.2,8.290089654046247,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,191,8.59749536586987,0.2,8.59749536586987,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,199,8.752022928607413,0.2,8.752022928607413,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,207,8.977514946238255,0.2,8.977514946238255,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,215,9.245905774891911,0.2,9.245905774891911,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,223,9.437448281378002,0.2,9.437448281378002,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,231,9.557192904858827,0.2,9.557192904858827,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,239,9.765211321461479,0.2,9.765211321461479,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,247,9.937251217748075,0.2,9.937251217748075,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,255,10.15799313635893,0.2,10.15799313635893,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,263,10.303485789446905,0.2,10.303485789446905,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,271,10.511055652031379,0.2,10.511055652031379,0.1999999999999993,server_0,True,True
autoscale-python-pi,1683514322544,279,10.636467647433925,0.2,10.636467647433925,0.1999999999999993,server_0,True,True
