time,value,function_name,node_name,replica_id
2026-07-11 14:31:07.122741,deploy,autoscale-python-pi,server_0,1453627865264
2026-07-11 14:31:07.122741,startup,autoscale-python-pi,server_0,1453627865264
2026-07-11 14:31:07.122741,setup,autoscale-python-pi,server_0,1453627865264
2026-07-11 14:31:07.122741,finish,autoscale-python-pi,server_0,1453627865264
2026-07-11 14:31:07.124736,deploy,autoscale-python-pi,server_0,1453627858160
2026-07-11 14:31:07.124736,startup,autoscale-python-pi,server_0,1453627858160
2026-07-11 14:31:07.124736,deploy,autoscale-python-pi,server_0,1453627860464
2026-07-11 14:31:07.124736,startup,autoscale-python-pi,server_0,1453627860464
2026-07-11 14:31:07.124736,deploy,autoscale-python-pi,server_0,1453627858544
2026-07-11 14:31:07.124736,startup,autoscale-python-pi,server_0,1453627858544
2026-07-11 14:31:07.125733,deploy,autoscale-python-pi,server_0,1453627862960
2026-07-11 14:31:07.125733,startup,autoscale-python-pi,server_0,1453627862960
2026-07-11 14:31:07.125733,deploy,autoscale-python-pi,server_0,1453627864064
2026-07-11 14:31:07.125733,startup,autoscale-python-pi,server_0,1453627864064
2026-07-11 14:31:07.125733,deploy,autoscale-python-pi,server_0,1453627193808
2026-07-11 14:31:07.125733,startup,autoscale-python-pi,server_0,1453627193808
2026-07-11 14:31:07.126731,deploy,autoscale-python-pi,server_0,1453627193904
2026-07-11 14:31:07.126731,startup,autoscale-python-pi,server_0,1453627193904
2026-07-11 14:31:07.127729,setup,autoscale-python-pi,server_0,1453627858160
2026-07-11 14:31:07.127729,setup,autoscale-python-pi,server_0,1453627860464
2026-07-11 14:31:07.127729,setup,autoscale-python-pi,server_0,1453627858544
2026-07-11 14:31:07.127729,setup,autoscale-python-pi,server_0,1453627862960
2026-07-11 14:31:07.127729,setup,autoscale-python-pi,server_0,1453627864064
2026-07-11 14:31:07.127729,setup,autoscale-python-pi,server_0,1453627193808
2026-07-11 14:31:07.127729,setup,autoscale-python-pi,server_0,1453627193904
2026-07-11 14:31:07.127729,finish,autoscale-python-pi,server_0,1453627858160
2026-07-11 14:31:07.127729,finish,autoscale-python-pi,server_0,1453627860464
2026-07-11 14:31:07.127729,finish,autoscale-python-pi,server_0,1453627858544
2026-07-11 14:31:07.127729,finish,autoscale-python-pi,server_0,1453627862960
2026-07-11 14:31:07.127729,finish,autoscale-python-pi,server_0,1453627864064
2026-07-11 14:31:07.127729,finish,autoscale-python-pi,server_0,1453627193808
2026-07-11 14:31:07.127729,finish,autoscale-python-pi,server_0,1453627193904
