time,simtime,replica_id,function_name,node
2026-07-11 14:31:46.862702,3.7,2025304252640,image-pull-small-cold,server_0
2026-07-11 14:31:46.862702,3.8000000000000003,2025304252640,image-pull-small-cold,server_0
2026-07-11 14:31:46.862702,3.9000000000000004,2025304252640,image-pull-small-cold,server_0
2026-07-11 14:31:46.862702,4.0,2025304252640,image-pull-small-cold,server_0
2026-07-11 14:31:46.862702,4.1,2025304252640,image-pull-small-cold,server_0
2026-07-11 14:31:46.862702,4.199999999999999,2025304252640,image-pull-small-cold,server_0
2026-07-11 14:31:46.862702,4.299999999999999,2025304252640,image-pull-small-cold,server_0
2026-07-11 14:31:46.862702,4.399999999999999,2025304252640,image-pull-small-cold,server_0
2026-07-11 14:31:46.862702,4.499999999999998,2025304252640,image-pull-small-cold,server_0
2026-07-11 14:31:46.862702,4.599999999999998,2025304252640,image-pull-small-cold,server_0
