time,simtime,replica_id,request_id,expected_t_exec,function_name,node
2026-07-07 18:31:36.071502,3.05,1923387507104,1,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.071656,3.0999999999999996,1923387413264,2,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.071786,3.1499999999999995,1923387417424,3,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.071910,3.1999999999999993,1923387507104,4,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.072024,3.249999999999999,1923387413264,5,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.072138,3.299999999999999,1923387417424,6,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.072257,3.3499999999999988,1923387507104,7,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.072416,3.3999999999999986,1923387413264,8,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.072574,3.4499999999999984,1923387417424,9,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.072725,3.4999999999999982,1923387507104,10,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.072869,3.549999999999998,1923387413264,11,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.073006,3.599999999999998,1923387417424,12,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.073173,3.6499999999999977,1923387507104,13,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.073385,3.6999999999999975,1923387413264,14,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.073546,3.7499999999999973,1923387417424,15,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.073737,3.799999999999997,1923387507104,16,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.073883,3.849999999999997,1923387413264,17,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.074034,3.899999999999997,1923387417424,18,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.074175,3.9499999999999966,1923387507104,19,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.074303,3.9999999999999964,1923387413264,20,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.074581,4.049999999999996,1923387417424,21,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.074722,4.099999999999996,1923387507104,22,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.074856,4.149999999999996,1923387413264,23,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.074992,4.199999999999996,1923387417424,24,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.075119,4.249999999999996,1923387507104,25,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.075253,4.299999999999995,1923387413264,26,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.075388,4.349999999999995,1923387417424,27,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.075520,4.399999999999995,1923387507104,28,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.075646,4.449999999999995,1923387413264,29,0.3,load-balanced-python-pi,server_0
2026-07-07 18:31:36.075773,4.499999999999995,1923387417424,30,0.3,load-balanced-python-pi,server_0
