function_name,function_image,node,replica_id,t_start,t_exec,samples_in_window,avg_cpu_util,max_cpu_util,avg_mem_util,max_mem_util,avg_cpu_millis,max_cpu_millis,avg_mem_bytes,max_mem_bytes
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152451230080,0.8333333333333333,1.4999999999999998,2,0.5249999999999999,0.7,0.0010708861276595744,0.001427848170212766,46199.99999999999,61599.99999999999,201326592.0,268435456.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152450953040,1.1666666666666665,1.5,1,0.6999999999999998,0.6999999999999998,0.001427848170212766,0.001427848170212766,61599.999999999985,61599.999999999985,268435456.0,268435456.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152451230080,1.4999999999999998,1.5000000000000002,2,0.7,0.7,0.001427848170212766,0.001427848170212766,61599.999999999985,61599.99999999999,268435456.0,268435456.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152450953040,1.833333333333333,1.5,2,0.6999999999999998,0.6999999999999998,0.001427848170212766,0.001427848170212766,61599.999999999985,61599.999999999985,268435456.0,268435456.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152451230080,2.1666666666666665,1.5,1,0.6999999999999998,0.6999999999999998,0.001427848170212766,0.001427848170212766,61599.999999999985,61599.999999999985,268435456.0,268435456.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152450953040,2.5,1.5,2,0.6999999999999998,0.6999999999999998,0.001427848170212766,0.001427848170212766,61599.999999999985,61599.999999999985,268435456.0,268435456.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152451230080,2.8333333333333335,1.5000000000000004,2,0.6999999999999998,0.6999999999999998,0.001427848170212766,0.001427848170212766,61599.999999999985,61599.999999999985,268435456.0,268435456.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152450953040,3.166666666666667,1.5,1,0.6999999999999998,0.6999999999999998,0.001427848170212766,0.001427848170212766,61599.999999999985,61599.999999999985,268435456.0,268435456.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152451230080,3.5000000000000004,1.4999999999999996,2,0.5249999999999999,0.6999999999999998,0.0010708861276595744,0.001427848170212766,46199.999999999985,61599.999999999985,201326592.0,268435456.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152450953040,3.833333333333334,1.5,2,0.34999999999999987,0.6999999999999998,0.000713924085106383,0.001427848170212766,30799.99999999999,61599.999999999985,134217728.0,268435456.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152451230080,4.166666666666667,1.5,1,0.34999999999999987,0.34999999999999987,0.000713924085106383,0.000713924085106383,30799.99999999999,30799.99999999999,134217728.0,134217728.0
resource-heavy-python-pi,resource-heavy-python-pi-cpu,server_0,2152450953040,4.5,1.5,2,-8.268133652481165e-17,-8.268133652481165e-17,0.0,0.0,-7.275957614183426e-12,-7.275957614183426e-12,0.0,0.0
